customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6990-YNRIO,Male,False,True,True,65,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),108.65,6937.95,True
0489-WMEMG,Female,False,False,True,23,True,No,DSL,No,No,No,Yes,No,No,One year,True,Electronic check,49.45,1119.35,False
2189-UXTKY,Female,False,True,False,22,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,79.2,1742.75,True
7105-MXJLL,Female,True,True,False,26,True,No,DSL,No,No,Yes,No,No,Yes,One year,False,Mailed check,60.7,1597.4,False
7133-VBDCG,Female,False,False,False,25,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),79.85,2015.35,True
9933-QRGTX,Female,False,True,False,60,True,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,True,Electronic check,97.2,5611.75,False
6356-ELRKD,Female,False,False,False,1,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.6,95.6,True
2194-IIQOF,Female,False,True,False,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.3,6388.65,False
8063-GBATB,Female,True,False,False,27,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.25,2287.25,True
9611-CTWIH,Female,False,False,False,3,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.45,240.45,True
3571-DPYUH,Male,False,True,True,58,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,True,Credit card (automatic),94.7,5430.35,False
8519-QJGJD,Female,False,False,False,14,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,75.35,1025.95,True
5846-NEQVZ,Male,False,True,True,71,True,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,True,Credit card (automatic),70.85,4973.4,False
6022-KOUQO,Female,False,True,True,2,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),29.05,44.75,False
7205-BAIAD,Female,False,False,False,40,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.6,827.3,False
9574-BOSMD,Male,False,True,True,68,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.4,1620.2,False
4884-TVUQF,Female,True,False,False,57,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,False,Credit card (automatic),101.3,5779.6,False
6439-GTPCA,Female,False,False,False,45,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,87.25,3941.7,True
3795-CAWEX,Male,False,True,True,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),116.55,8152.3,False
7821-DPRQE,Male,False,True,False,68,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,107.7,7320.9,False
4983-CLMLV,Female,False,True,False,52,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),102.7,5138.1,False
2380-DAMQP,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,115.15,8349.7,False
7534-BFESC,Male,True,False,False,24,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,76.1,1712.7,True
6695-FRVEC,Male,False,True,True,67,True,No,DSL,Yes,No,Yes,Yes,No,No,Two year,True,Bank transfer (automatic),60.4,3953.7,False
0361-HJRDX,Female,False,False,False,68,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),64.35,4539.6,False
0354-VXMJC,Male,False,True,True,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.6,426.65,False
6559-ILWKJ,Male,False,True,False,71,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,False,Electronic check,49.35,3515.25,True
9895-VFOXH,Female,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,24.4,24.4,False
8229-BUJHX,Female,False,True,True,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.5,1500.95,False
4476-OSWTN,Male,True,True,False,69,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Mailed check,110.55,7610.1,False
2995-UPRYS,Female,True,True,False,40,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),99.2,4062.2,True
9208-OLGAQ,Female,True,False,False,18,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,84.95,1443.65,False
4124-MMETB,Male,False,False,False,22,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.65,2104.55,True
8882-TLVRW,Male,False,True,True,69,False,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,False,Mailed check,39.1,2779.5,False
2957-JIRMN,Female,True,False,False,62,True,Yes,Fiber optic,No,No,No,No,Yes,No,One year,False,Electronic check,84.45,4959.15,False
3646-ITDGM,Female,False,False,False,56,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.7,1051.9,False
2673-ZALNP,Female,False,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.9,173.15,False
9975-SKRNR,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,18.9,18.9,False
3724-UCSHY,Male,False,True,True,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.55,122.9,False
0259-GBZSH,Male,False,False,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.65,181.5,True
7130-CTCUS,Male,True,True,False,16,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),54.55,825.1,False
8150-QUDFX,Male,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,51.6,False
8218-FFJDS,Female,False,True,False,72,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),86.4,6058.95,False
8259-NFJTV,Female,False,True,True,7,False,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Mailed check,34.65,246.6,False
7909-FIOIY,Female,False,True,True,19,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,24.85,434.8,False
3317-VLGQT,Female,False,True,False,14,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,78.1,1122.4,False
2722-VOJQL,Male,False,False,False,64,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),105.65,6903.1,True
0584-BJQGZ,Female,False,False,False,25,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),78.35,1837.9,False
6732-VAILE,Male,False,True,True,70,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),85.95,5931.75,False
1302-TPUBN,Male,False,False,False,66,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.35,1240.8,False
8380-PEFPE,Male,False,False,True,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.65,71.65,True
7402-PWYJJ,Female,False,True,False,53,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,True,Electronic check,91.15,4862.5,False
4250-FDVOU,Female,False,False,False,6,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,56.25,389.1,True
9128-CPXKI,Female,False,False,False,59,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,False,Electronic check,95.8,5655.45,False
4183-WCSEP,Male,False,False,False,31,True,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,True,Electronic check,78.45,2435.15,True
0404-SWRVG,Male,False,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.4,229.55,True
6227-HWPWX,Female,False,False,True,15,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),69.0,994.8,True
1899-VXWXM,Male,False,False,False,48,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),106.1,5082.8,True
8450-JOVAH,Male,False,True,True,2,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,56.7,113.55,True
4550-VBOFE,Male,True,True,False,70,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,102.95,7101.5,True
9546-CQJSU,Female,False,False,False,2,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,91.4,193.6,True
4789-KWMXN,Male,False,True,False,47,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),110.85,5275.8,True
0835-DUUIQ,Female,False,False,True,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),21.05,531.55,False
1855-AGAWH,Male,False,True,False,31,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,93.8,2939.8,False
9079-YEXQJ,Female,False,False,False,54,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,111.1,6014.85,True
3577-AMVUX,Male,False,False,False,1,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Mailed check,55.05,55.05,False
2316-ESMLS,Female,False,True,True,12,False,No phone service,DSL,Yes,No,No,Yes,No,No,One year,False,Credit card (automatic),33.15,444.75,False
9426-SXNHE,Female,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),18.75,53.15,False
8550-XSXUQ,Male,False,True,False,48,True,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,True,Credit card (automatic),70.55,3420.5,False
0723-DRCLG,Female,True,True,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.45,74.45,True
2176-OSJUV,Male,False,True,False,71,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,False,Bank transfer (automatic),65.15,4681.75,False
0107-WESLM,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,19.85,19.85,True
8626-XHBIE,Male,False,False,True,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.8,1424.2,False
0188-GWFLE,Male,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,33.7,False
8166-ZZTFS,Female,True,True,False,66,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),80.55,5265.1,True
5774-QPLTF,Male,False,True,True,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,20.35,938.95,False
0929-PECLO,Female,True,False,False,63,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),89.6,5538.8,False
5696-QURRL,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.05,45.05,True
8124-NZVGJ,Female,False,False,False,6,False,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,True,Mailed check,49.25,255.6,False
4130-MZLCC,Female,False,False,False,5,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),50.55,244.75,False
4489-SNOJF,Female,False,True,True,35,True,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,False,Electronic check,72.25,2568.55,True
8984-HPEMB,Female,False,False,False,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,118.65,8477.6,False
4615-PIVVU,Female,False,False,False,42,True,No,DSL,No,No,Yes,Yes,No,Yes,Two year,False,Credit card (automatic),66.5,2762.75,False
6848-HJTXY,Female,False,True,False,64,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.45,1208.6,False
8757-TFHHJ,Male,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),49.8,49.8,False
4603-JANFB,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.85,69.85,True
8565-HBFNN,Male,False,True,False,69,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,True,Credit card (automatic),107.2,7317.1,False
7422-WNBTY,Male,False,True,False,33,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,93.35,3092.0,False
4712-UYOOI,Female,False,True,True,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,20.0,417.65,False
3372-CDXFJ,Male,False,True,True,13,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.5,343.6,False
5353-WILCI,Female,False,False,False,28,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,56.05,1522.65,False
0988-AADSA,Female,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Bank transfer (automatic),80.85,5824.75,False
8270-RKSAP,Male,False,False,False,9,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.5,597.9,False
5954-BDFSG,Female,False,False,False,72,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),107.5,7853.7,False
5792-JALQC,Female,True,False,False,52,True,Yes,DSL,Yes,No,Yes,No,No,No,Two year,False,Bank transfer (automatic),59.85,3103.25,False
2202-OUTMO,Female,False,True,False,34,True,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,True,Bank transfer (automatic),60.85,2003.6,False
9028-LIHRP,Male,False,True,True,71,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),100.2,7209.0,False
9150-KPBJQ,Female,False,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.65,116.85,False
4003-OCTMP,Female,False,True,False,31,True,No,DSL,Yes,No,No,Yes,No,Yes,One year,True,Electronic check,64.0,1910.75,False
8775-LHDJH,Female,True,True,False,1,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.6,90.6,True
6770-UAYGJ,Female,False,True,True,49,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.25,1211.65,False
7596-IIWYC,Female,False,False,False,27,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.25,538.2,False
0887-WBJVH,Female,False,True,False,53,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,True,Electronic check,93.45,4872.2,False
8840-DQLGN,Female,True,True,False,35,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),100.5,3653.35,True
8413-VONUO,Male,False,False,False,2,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,95.65,167.3,True
9281-PKKZE,Female,False,True,False,46,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,43.95,2007.85,False
5186-PEIZU,Female,False,False,False,35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.25,617.65,False
6339-YPSAH,Male,False,False,False,9,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,73.8,704.3,False
2324-EFHVG,Male,False,False,False,64,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),104.4,6692.65,False
1918-ZBFQJ,Female,False,False,False,13,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,79.25,1111.65,True
6968-GMKPR,Female,False,False,False,55,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,81.55,4509.5,False
3062-ICYZQ,Female,False,True,True,51,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,93.8,4539.35,False
2233-FAGXV,Female,False,True,True,5,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,24.3,132.25,False
6017-PPLPX,Male,False,True,True,20,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.45,1470.95,True
1982-FEBTD,Female,False,True,True,23,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.6,514.75,False
